drop_reason,class,idx,path,group
equalize_class,Astrocitoma,1235,15/Astrocitoma/73b16a482cc4803943c2a2e56665ea_big_gallery.jpeg,753
equalize_class,Astrocitoma,1075,15/Astrocitoma/Astrocitoma (38).jpeg,754
equalize_class,Astrocitoma,1263,15/Astrocitoma/63c2d3f0bc294a647794429bb8bd54_big_gallery.jpeg,754
equalize_class,Astrocitoma,1077,15/Astrocitoma/Astrocitoma (37).jpeg,755
equalize_class,Astrocitoma,1293,15/Astrocitoma/49fedd0b4aadf0c647db73e8597b6af95730f86509b373b8f9a8c1852d213d89_big_gallery.jpeg,755
equalize_class,Astrocitoma,1079,15/Astrocitoma/Astrocitoma (36).jpeg,756
equalize_class,Astrocitoma,1081,15/Astrocitoma/Astrocitoma (35).jpeg,757
equalize_class,Astrocitoma,1505,15/Astrocitoma/044d8d9984902ca03e652a6f042c57_big_gallery.jpeg,757
equalize_class,Astrocitoma,1083,15/Astrocitoma/Astrocitoma (34).jpeg,758
equalize_class,Astrocitoma,1355,15/Astrocitoma/27e41019c9b6fcea84c7cd6c3b084a_big_gallery.jpeg,758
equalize_class,Astrocitoma,1085,15/Astrocitoma/Astrocitoma (33).jpeg,759
equalize_class,Astrocitoma,1365,15/Astrocitoma/23ca86706b1bf7e09a06a53425b5987d04ce13e971dcfe3a78fe595444524ef2_big_gallery.jpeg,759
equalize_class,Astrocitoma,1087,15/Astrocitoma/Astrocitoma (32).jpeg,760
equalize_class,Astrocitoma,1368,15/Astrocitoma/21f6536be916e9421c67b843b97a4c_big_gallery.jpeg,760
equalize_class,Astrocitoma,1089,15/Astrocitoma/Astrocitoma (31).jpeg,761
equalize_class,Astrocitoma,1454,15/Astrocitoma/18e851456478d638929d5109489574_big_gallery.jpeg,761
equalize_class,Astrocitoma,1090,15/Astrocitoma/Astrocitoma (30).jpg,762
equalize_class,Astrocitoma,1190,15/Astrocitoma/943644f925eb30ee075c4169e61052_big_gallery.jpg,762
equalize_class,Astrocitoma,1092,15/Astrocitoma/Astrocitoma (3).jpg,764
equalize_class,Astrocitoma,1226,15/Astrocitoma/7bc081f4ac46e4b417377320f7a81c_big_gallery.jpg,764
equalize_class,Astrocitoma,1453,15/Astrocitoma/1b829d504373126112d3a30ca488a6_big_gallery.jpeg,765
equalize_class,Astrocitoma,1094,15/Astrocitoma/Astrocitoma (29).jpg,766
equalize_class,Astrocitoma,1257,15/Astrocitoma/6669a4ee5200b5dad7fd98abed28f2_big_gallery.jpg,766
equalize_class,Astrocitoma,1095,15/Astrocitoma/Astrocitoma (29).jpeg,767
equalize_class,Astrocitoma,1173,15/Astrocitoma/9d6beb444f3e559a886d06a5d84bc8_big_gallery.jpeg,767
equalize_class,Astrocitoma,1096,15/Astrocitoma/Astrocitoma (28).jpg,768
equalize_class,Astrocitoma,1361,15/Astrocitoma/2585d4f77e807d071b1eda4c9c2efd_big_gallery.jpg,768
equalize_class,Astrocitoma,1174,15/Astrocitoma/9cd1d55e9db67b7409a0a455ce8b814364b75b5dca4c3e348ce91839b57756bb_big_gallery.jpeg,769
equalize_class,Astrocitoma,1097,15/Astrocitoma/Astrocitoma (28).jpeg,769
equalize_class,Astrocitoma,1098,15/Astrocitoma/Astrocitoma (27).jpg,770
equalize_class,Astrocitoma,1387,15/Astrocitoma/2022-06-08 14_09_10-Window.jpg,770
equalize_class,Astrocitoma,1099,15/Astrocitoma/Astrocitoma (27).jpeg,771
equalize_class,Astrocitoma,1175,15/Astrocitoma/9cc218d5512886b25e83c2b496f8c3_big_gallery.jpeg,771
equalize_class,Astrocitoma,1101,15/Astrocitoma/Astrocitoma (26).jpeg,773
equalize_class,Astrocitoma,1176,15/Astrocitoma/9c7027b23e3bfd288ada0ec4d6d33d4f92af26ebeeafd69d5f263911289056b2_big_gallery.jpeg,773
equalize_class,Astrocitoma,1103,15/Astrocitoma/Astrocitoma (25).jpeg,775
equalize_class,Astrocitoma,1177,15/Astrocitoma/9b349b50dfc6d6db5f93d2f07317112c06fd8edbb2ff64f1dc752860635e98e5_big_gallery.jpeg,775
equalize_class,Astrocitoma,1104,15/Astrocitoma/Astrocitoma (24).jpg,776
equalize_class,Astrocitoma,1390,15/Astrocitoma/2022-06-08 14_08_58-Window.jpg,776
equalize_class,Astrocitoma,1105,15/Astrocitoma/Astrocitoma (24).jpeg,777
equalize_class,Astrocitoma,1205,15/Astrocitoma/8d915e2bda593325d7dc7a303e26d9b73ca545cca093e8285f7bb342de82d846_big_gallery.jpeg,777
equalize_class,Astrocitoma,1106,15/Astrocitoma/Astrocitoma (23).jpg,778
equalize_class,Astrocitoma,1391,15/Astrocitoma/2022-06-08 14_08_52-Window.jpg,778
equalize_class,Astrocitoma,1107,15/Astrocitoma/Astrocitoma (23).jpeg,779
equalize_class,Astrocitoma,1207,15/Astrocitoma/8ce467b5cf167e2a955a6513b9c4a0_big_gallery.jpeg,779
equalize_class,Astrocitoma,1108,15/Astrocitoma/Astrocitoma (22).jpg,780
equalize_class,Astrocitoma,1392,15/Astrocitoma/2022-06-08 14_08_48-Window.jpg,780
equalize_class,Astrocitoma,1111,15/Astrocitoma/Astrocitoma (21).jpeg,783
equalize_class,Astrocitoma,1518,15/Astrocitoma/006_big_gallery.jpeg,783
equalize_class,Astrocitoma,1117,15/Astrocitoma/Astrocitoma (19).jpeg,789
equalize_class,Astrocitoma,1519,15/Astrocitoma/005_big_gallery.jpeg,789
equalize_class,Astrocitoma,1118,15/Astrocitoma/Astrocitoma (18).jpg,790
equalize_class,Astrocitoma,1119,15/Astrocitoma/Astrocitoma (18).jpeg,791
equalize_class,Astrocitoma,1288,15/Astrocitoma/4ecafa2fbbc3779d0bcee7405fd525_big_gallery.jpeg,791
equalize_class,Astrocitoma,1122,15/Astrocitoma/Astrocitoma (16).jpg,793
equalize_class,Astrocitoma,1398,15/Astrocitoma/2022-06-08 14_08_17-Window.jpg,793
equalize_class,Astrocitoma,1124,15/Astrocitoma/Astrocitoma (15).jpg,794
equalize_class,Astrocitoma,1399,15/Astrocitoma/2022-06-08 14_08_13-Window.jpg,794
equalize_class,Astrocitoma,1125,15/Astrocitoma/Astrocitoma (15).jpeg,795
equalize_class,Astrocitoma,1308,15/Astrocitoma/3f973d50f0905577f557158b298419_big_gallery.jpeg,795
equalize_class,Astrocitoma,1126,15/Astrocitoma/Astrocitoma (14).jpg,796
equalize_class,Astrocitoma,1400,15/Astrocitoma/2022-06-08 14_08_08-Window.jpg,796
equalize_class,Astrocitoma,1128,15/Astrocitoma/Astrocitoma (13).jpg,797
equalize_class,Astrocitoma,1401,15/Astrocitoma/2022-06-08 14_08_00-Window.jpg,797
equalize_class,Astrocitoma,1129,15/Astrocitoma/Astrocitoma (13).jpeg,798
equalize_class,Astrocitoma,1316,15/Astrocitoma/3cd4a51d96453d0da7065ed5f6f8041c3a11b1d3ad04784c6b5d8b95c02e3f07_big_gallery.jpeg,798
equalize_class,Astrocitoma,1139,15/Astrocitoma/Astrocitoma (12).jpg,800
equalize_class,Astrocitoma,1427,15/Astrocitoma/2022-06-07 13_30_21-Window.jpg,800
equalize_class,Astrocitoma,1140,15/Astrocitoma/Astrocitoma (12).jpeg,801
equalize_class,Astrocitoma,1317,15/Astrocitoma/3cb4d3297725622308b79ef3cae91a_big_gallery.jpeg,801
equalize_class,Astrocitoma,1163,15/Astrocitoma/Astrocitoma (10).jpg,803
equalize_class,Astrocitoma,1429,15/Astrocitoma/2022-06-07 13_30_11-Window.jpg,803
equalize_class,Astrocitoma,1165,15/Astrocitoma/Astrocitoma (1).jpg,805
equalize_class,Astrocitoma,1270,15/Astrocitoma/5dd45cbce898b8de1223d43f630138_big_gallery.jpg,805
equalize_class,Astrocitoma,1170,15/Astrocitoma/9eb38f0096f2518fe32fc949d594b9_big_gallery.jpeg,808
equalize_class,Astrocitoma,1171,15/Astrocitoma/9e605d7a0dfd25806e53a40cb3822c_big_gallery.jpeg,809
equalize_class,Astrocitoma,1220,15/Astrocitoma/7fed4c9656d608f3b956fef3693871_big_gallery.jpeg,809
equalize_class,Astrocitoma,1172,15/Astrocitoma/9d6e68876e621332e0a47e972c4cfd_big_gallery.jpg,810
equalize_class,Astrocitoma,1483,15/Astrocitoma/102_big_gallery.jpeg,811
equalize_class,Astrocitoma,1484,15/Astrocitoma/101_big_gallery.jpeg,811
equalize_class,Astrocitoma,1480,15/Astrocitoma/105_big_gallery.jpeg,811
equalize_class,Astrocitoma,1179,15/Astrocitoma/992becd63a8141cb6844b0ab7158ce_big_gallery.jpeg,812
equalize_class,Astrocitoma,1302,15/Astrocitoma/446c6e6d53cbc514f9f4b51697fabb_big_gallery.jpeg,812
equalize_class,Astrocitoma,1327,15/Astrocitoma/321bb2127dffe77afcd3b1a750bdf9c52fff844a03c747d3f1e241736b1e0a6b_big_gallery.jpeg,814
equalize_class,Astrocitoma,1309,15/Astrocitoma/3f839ba0a9c1336d04b21e8e4af1add1902270bc21f9de9348d71dff910973aa_big_gallery.jpeg,814
equalize_class,Astrocitoma,1184,15/Astrocitoma/97b72205fa19b90b6d873cdbc53191_big_gallery.jpeg,815
equalize_class,Astrocitoma,1188,15/Astrocitoma/95_big_gallery.jpeg,816
equalize_class,Astrocitoma,1189,15/Astrocitoma/94_big_gallery.jpeg,816
equalize_class,Astrocitoma,1192,15/Astrocitoma/93_big_gallery.jpeg,817
equalize_class,Astrocitoma,1195,15/Astrocitoma/9157ef51410e77ad7b202f7fc545d0aeb8dfd36588adf8988344ae9bc49c66d6_big_gallery.jpeg,820
equalize_class,Astrocitoma,1196,15/Astrocitoma/90c5d15068382014b952a24c570761121857268fdcf91fdc850f625aa3aab952_big_gallery.jpeg,821
equalize_class,Astrocitoma,1197,15/Astrocitoma/909fed3bf9593bef90877df86ef334_big_gallery.jpeg,822
equalize_class,Astrocitoma,1324,15/Astrocitoma/36746410de2a874e6bb3696b3c994a_big_gallery.jpeg,822
equalize_class,Astrocitoma,1198,15/Astrocitoma/9062e94db81f334605d8f400b06705_big_gallery.jpeg,823
equalize_class,Astrocitoma,1199,15/Astrocitoma/8fd52225d9faa00fb3f837515a6f6a_big_gallery.jpeg,824
equalize_class,Astrocitoma,1202,15/Astrocitoma/8eb6581054a04e93f49f7464fb017b_big_gallery.jpeg,827
equalize_class,Astrocitoma,1203,15/Astrocitoma/8e3dd1dccdbd36fc6df5a9f48ddb03_big_gallery.jpeg,828
equalize_class,Astrocitoma,1206,15/Astrocitoma/8d29025dd5867c3459d8af73fbc5b6_big_gallery.jpeg,830
equalize_class,Astrocitoma,1209,15/Astrocitoma/8c88566d9476b193fda4d0e7cc0055_big_gallery.jpeg,831
equalize_class,Astrocitoma,1211,15/Astrocitoma/8ac92baf14eb41c7d6415e80d5afa6_big_gallery.jpeg,833
equalize_class,Astrocitoma,1216,15/Astrocitoma/8669c62c9962a20c12d5b56000df08_big_gallery.jpeg,835
equalize_class,Astrocitoma,1219,15/Astrocitoma/8173f29df1a55c7d2547bebe71287e_big_gallery.jpeg,837
equalize_class,Astrocitoma,1221,15/Astrocitoma/7d3369b1bdd90da4acfe23b5777f7d_big_gallery.jpeg,838
equalize_class,Astrocitoma,1222,15/Astrocitoma/7d10162abb593d0fd850f12045b36709240728e316d34a330c30359bcab42fc7_big_gallery.jpeg,839
equalize_class,Astrocitoma,1223,15/Astrocitoma/7ce8c07bd05012a959ef314c48ed70_big_gallery.jpeg,840
equalize_class,Astrocitoma,1225,15/Astrocitoma/7c05df74ff527c05aa76de15b47a95_big_gallery.jpeg,842
equalize_class,Astrocitoma,1227,15/Astrocitoma/7a97edfd6cc75ee08965c8cd85d702_big_gallery.jpeg,843
equalize_class,Astrocitoma,1230,15/Astrocitoma/77d9b981d80319ffaa9e76d9baa8ec_big_gallery.jpeg,845
equalize_class,Astrocitoma,1233,15/Astrocitoma/74b1070e9c40226f488c70d08c4785_big_gallery.jpeg,848
equalize_class,Astrocitoma,1237,15/Astrocitoma/72e75442b6f7715b74b3fcbe6e6d54_big_gallery.jpeg,851
equalize_class,Astrocitoma,1238,15/Astrocitoma/7288f039a3fdaca64a4d93ffb7f339_big_gallery.jpeg,852
equalize_class,Astrocitoma,1240,15/Astrocitoma/721d6730a8ba39940676eef3b32cb1eb35fbe212e59ee42a6c8a1fa565e110fd_big_gallery.jpeg,853
equalize_class,Astrocitoma,1242,15/Astrocitoma/70e81d5eb1715a9520c74be3b7d403_big_gallery.jpg,854
equalize_class,Astrocitoma,1243,15/Astrocitoma/706669e0a0dfa4b1ad2e100718cd67_big_gallery.jpeg,855
equalize_class,Astrocitoma,1244,15/Astrocitoma/705f8bc9d17240c9a26f1b843a4b17_big_gallery.jpeg,856
equalize_class,Astrocitoma,1247,15/Astrocitoma/6ddd92a2af6cd0bbc7ae00c63d1cb1_big_gallery.jpeg,858
equalize_class,Astrocitoma,1248,15/Astrocitoma/6d6d3f32b292976ae220e88a8a162f27f1f55419cdbcb8fdeec049047be962f3_big_gallery.jpeg,859
equalize_class,Astrocitoma,1249,15/Astrocitoma/6ccfd0b707a4188920eee9e47101ae_big_gallery.jpeg,860
equalize_class,Astrocitoma,1250,15/Astrocitoma/6cca2f0216bba2d0e1998826161b44_big_gallery.jpeg,861
equalize_class,Astrocitoma,1254,15/Astrocitoma/6a1edc3d6f743e9ce2cb3e8dbd6916_big_gallery.jpeg,864
equalize_class,Astrocitoma,1255,15/Astrocitoma/68771a9754bebdd6f9718a2fc07356_big_gallery.jpg,865
equalize_class,Astrocitoma,1258,15/Astrocitoma/663a6a6aef142daf50e32f0d3876b7_big_gallery.jpeg,866
equalize_class,Astrocitoma,1259,15/Astrocitoma/6578ec37b59622fdde0361c04d6a99_big_gallery.jpg,867
equalize_class,Astrocitoma,1260,15/Astrocitoma/64f51f34baf715d82fb5564d0688533fa5b2a519d622932347134f2e2a89b5a9_big_gallery.jpeg,868
equalize_class,Astrocitoma,1261,15/Astrocitoma/64b17d7faa0fcfc31aa1c286ff7c79_big_gallery.jpeg,869
equalize_class,Astrocitoma,1267,15/Astrocitoma/6215aefd87bed6355d80f524778e92bca3cedb7796912205cab757dfa7448220_big_gallery.jpeg,872
equalize_class,Astrocitoma,1274,15/Astrocitoma/5be73308948c8d73ef35e009d750cc_big_gallery.jpeg,876
equalize_class,Astrocitoma,1276,15/Astrocitoma/5b7d40b6cfe6d1a2e26df5aa4f2271_big_gallery.jpeg,878
equalize_class,Astrocitoma,1281,15/Astrocitoma/554ee09d9c7a1b7eff30502b59d8ce_big_gallery.jpeg,879
equalize_class,Astrocitoma,1283,15/Astrocitoma/51bf30711cb4c47affc338f0e174c9_big_gallery.jpeg,880
equalize_class,Astrocitoma,1284,15/Astrocitoma/50da2b2f4b4c72b186c43a1f988342bf5c6e0ca5de13bd5664cfdf53fec7d315_big_gallery.jpeg,881
equalize_class,Astrocitoma,1286,15/Astrocitoma/4ef1af70784f032d477c61dd9caa41_big_gallery.jpeg,883
equalize_class,Astrocitoma,1294,15/Astrocitoma/49ebf39227ccc0a8bd40f0d88c4bae_big_gallery.jpeg,887
equalize_class,Astrocitoma,1296,15/Astrocitoma/4876019c0684fb18ade62f20e4aeea_big_gallery.jpeg,888
equalize_class,Astrocitoma,1297,15/Astrocitoma/484ee7bc0d8eb0e096e9bdcf505796_big_gallery.jpeg,889
equalize_class,Astrocitoma,1299,15/Astrocitoma/46c509c340a0583d03cef0f58cf324_big_gallery.jpeg,890
equalize_class,Astrocitoma,1300,15/Astrocitoma/45d804cd432a3ca7d08533b8fe4be1_big_gallery.jpeg,891
equalize_class,Astrocitoma,1303,15/Astrocitoma/440c41b7e68ca48225e322f53cd94e_big_gallery.jpeg,893
equalize_class,Astrocitoma,1304,15/Astrocitoma/43fba9f6bf374760d3c18f0ada45b8_big_gallery.jpeg,894
equalize_class,Astrocitoma,1305,15/Astrocitoma/4380c1f6c67bc3bce6094a1adf5e1e50c3f38a4344d011da09335e0dba4e7f73_big_gallery.jpeg,895
equalize_class,Astrocitoma,1306,15/Astrocitoma/423b9748a8ab99c4129a5bde1ea01b_big_gallery.jpeg,896
equalize_class,Astrocitoma,1307,15/Astrocitoma/3fa49251ead8070d09e805e55fedef_big_gallery.jpeg,897
equalize_class,Astrocitoma,1310,15/Astrocitoma/3f448caf9319707a3d3c5fcfcdfdf3_big_gallery.jpeg,898
equalize_class,Astrocitoma,1311,15/Astrocitoma/3e381098fd0cd355fde9b6a2ef02de_big_gallery.jpg,899
equalize_class,Astrocitoma,1314,15/Astrocitoma/3d38713fb1767e3418f258e7bb5208_big_gallery.jpeg,901
equalize_class,Astrocitoma,1319,15/Astrocitoma/3b452506455af5275ed9051f1167c4_big_gallery.jpg,903
equalize_class,Astrocitoma,1323,15/Astrocitoma/377011d71a4bf7f08c8fd7a75b65e5_big_gallery.jpeg,905
equalize_class,Astrocitoma,1325,15/Astrocitoma/359d3326310af3c237f100a2cee0f9_big_gallery.jpeg,906
equalize_class,Astrocitoma,1328,15/Astrocitoma/3194bf10a35d373dea33ee977d8546_big_gallery.jpeg,907
equalize_class,Astrocitoma,1331,15/Astrocitoma/2f6b2436a24115187558f72994e2ce_big_gallery.jpeg,910
equalize_class,Astrocitoma,1333,15/Astrocitoma/2eb1a60ea8e5288b3d2f9949d0c98b_big_gallery.jpg,912
equalize_class,Astrocitoma,1336,15/Astrocitoma/2dd3eff4112b92f784c60ed738d269_big_gallery.jpeg,915
equalize_class,Astrocitoma,1337,15/Astrocitoma/2d98a6731c2bb5f78f58e38793a8bba90db189cdca081acb5c0ba0d13379942e_big_gallery.jpeg,916
equalize_class,Astrocitoma,1338,15/Astrocitoma/2d96fd622e2ea3db6c4bf058f5726c_big_gallery.jpeg,917
equalize_class,Astrocitoma,1339,15/Astrocitoma/2d3848759b26e192176c52b21f2819_big_gallery.jpeg,918
equalize_class,Astrocitoma,1340,15/Astrocitoma/2cc637f8a3e85bd9164dccdd76b6511855e2d7ab445f599b74e1bb64a0a39507_big_gallery.jpeg,919
equalize_class,Astrocitoma,1342,15/Astrocitoma/2c29e6f58196d002ca787bd4e21e2b_big_gallery.jpeg,921
equalize_class,Astrocitoma,1343,15/Astrocitoma/2c29b35c8237112087bcc3150a2677_big_gallery.jpeg,922
equalize_class,Astrocitoma,1344,15/Astrocitoma/2c025950db4a90fa1f5983ad12aae3_big_gallery.jpeg,923
equalize_class,Astrocitoma,1345,15/Astrocitoma/2bfdf8507bade7f934df632b66fb42_big_gallery.jpeg,924
equalize_class,Astrocitoma,1349,15/Astrocitoma/2aea47252532ec7bc3907a68148084_big_gallery.jpeg,927
equalize_class,Astrocitoma,1350,15/Astrocitoma/29_big_gallery.jpeg,928
equalize_class,Astrocitoma,1354,15/Astrocitoma/28_big_gallery.jpeg,931
equalize_class,Astrocitoma,1356,15/Astrocitoma/27_big_gallery.jpeg,932
equalize_class,Astrocitoma,1357,15/Astrocitoma/26f898b3de55ef590a6181ad46e564_big_gallery.jpeg,933
equalize_class,Astrocitoma,1358,15/Astrocitoma/26b6d16092aad3d5087678d1d8b851_big_gallery.jpeg,934
equalize_class,Astrocitoma,1360,15/Astrocitoma/25_big_gallery.jpeg,936
equalize_class,Astrocitoma,1362,15/Astrocitoma/25047add94d451ee91edc265833d9b_big_gallery.jpg,937
equalize_class,Astrocitoma,1363,15/Astrocitoma/24f2e6f17285cb6fc9ff59bba7604a_big_gallery.jpeg,938
equalize_class,Astrocitoma,1364,15/Astrocitoma/24_big_gallery.jpeg,939
equalize_class,Astrocitoma,1366,15/Astrocitoma/22e78f8c46c7ad0fc818d51be0cb62_big_gallery.jpg,940
equalize_class,Astrocitoma,1367,15/Astrocitoma/22a99fea2173f55a349e4b7d46674b_big_gallery.jpeg,941
equalize_class,Astrocitoma,1370,15/Astrocitoma/2022-06-08 14_11_07-Window.jpg,942
equalize_class,Astrocitoma,1371,15/Astrocitoma/2022-06-08 14_11_03-Window.jpg,943
equalize_class,Astrocitoma,1372,15/Astrocitoma/2022-06-08 14_10_59-Window.jpg,944
equalize_class,Astrocitoma,1373,15/Astrocitoma/2022-06-08 14_10_55-Window.jpg,945
equalize_class,Astrocitoma,1374,15/Astrocitoma/2022-06-08 14_10_51-Window.jpg,946
equalize_class,Astrocitoma,1375,15/Astrocitoma/2022-06-08 14_10_46-Window.jpg,947
equalize_class,Astrocitoma,1376,15/Astrocitoma/2022-06-08 14_10_40-Window.jpg,948
equalize_class,Astrocitoma,1379,15/Astrocitoma/2022-06-08 14_10_22-Window.jpg,951
equalize_class,Astrocitoma,1380,15/Astrocitoma/2022-06-08 14_10_17-Window.jpg,952
equalize_class,Astrocitoma,1381,15/Astrocitoma/2022-06-08 14_10_13-Window.jpg,953
equalize_class,Astrocitoma,1386,15/Astrocitoma/2022-06-08 14_09_46-Window.jpg,958
equalize_class,Astrocitoma,1403,15/Astrocitoma/2022-06-07 13_47_12-Window.jpg,960
equalize_class,Astrocitoma,1405,15/Astrocitoma/2022-06-07 13_47_06-Window.jpg,962
equalize_class,Astrocitoma,1406,15/Astrocitoma/2022-06-07 13_47_03-Window.jpg,963
equalize_class,Astrocitoma,1409,15/Astrocitoma/2022-06-07 13_46_53-Window.jpg,966
equalize_class,Astrocitoma,1412,15/Astrocitoma/2022-06-07 13_46_27-Window.jpg,969
equalize_class,Astrocitoma,1413,15/Astrocitoma/2022-06-07 13_46_24-Window.jpg,970
equalize_class,Astrocitoma,1416,15/Astrocitoma/2022-06-07 13_46_15-Window.jpg,973
equalize_class,Astrocitoma,1418,15/Astrocitoma/2022-06-07 13_31_18-Window.jpg,975
equalize_class,Astrocitoma,1419,15/Astrocitoma/2022-06-07 13_31_14-Window.jpg,976
equalize_class,Astrocitoma,1421,15/Astrocitoma/2022-06-07 13_31_07-Window.jpg,978
equalize_class,Astrocitoma,1422,15/Astrocitoma/2022-06-07 13_31_03-Window.jpg,979
equalize_class,Astrocitoma,1423,15/Astrocitoma/2022-06-07 13_30_59-Window.jpg,980
equalize_class,Astrocitoma,1426,15/Astrocitoma/2022-06-07 13_30_45-Window.jpg,983
equalize_class,Astrocitoma,1435,15/Astrocitoma/2022-06-07 13_29_27-Window.jpg,985
equalize_class,Astrocitoma,1437,15/Astrocitoma/2022-06-07 13_29_22-Window.jpg,987
equalize_class,Astrocitoma,1439,15/Astrocitoma/2022-06-07 13_29_16-Window.jpg,989
equalize_class,Astrocitoma,1440,15/Astrocitoma/2022-06-07 13_29_12-Window.jpg,990
equalize_class,Astrocitoma,1444,15/Astrocitoma/1eb857898f23c20fb29fe1df8a89b7_big_gallery.jpeg,994
equalize_class,Astrocitoma,1445,15/Astrocitoma/1eb0bce38c890f4c047106e4bf54f5_big_gallery.jpeg,995
equalize_class,Astrocitoma,1448,15/Astrocitoma/1d462b782da501f4711bb35a423188_big_gallery.jpeg,996
equalize_class,Astrocitoma,1455,15/Astrocitoma/18a91d55a7d43f33e92202b6810458_big_gallery.jpg,998
equalize_class,Astrocitoma,1456,15/Astrocitoma/1808d422d0674d44d96e5b09843d4f_big_gallery.jpg,999
equalize_class,Astrocitoma,1459,15/Astrocitoma/155578c1796c04767cfc91286f30cd_big_gallery.jpg,1002
equalize_class,Astrocitoma,1463,15/Astrocitoma/13989b9b62eee23e2f52d95fae66d71aa5099485d864c9379f17e10d739c4b73_big_gallery.jpeg,1004
equalize_class,Astrocitoma,1464,15/Astrocitoma/12310d24d848f707ed7674e5e3414b_big_gallery.jpeg,1005
equalize_class,Astrocitoma,1465,15/Astrocitoma/119_big_gallery.jpeg,1006
equalize_class,Astrocitoma,1466,15/Astrocitoma/118_big_gallery.jpeg,1007
equalize_class,Astrocitoma,1468,15/Astrocitoma/113_big_gallery.jpeg,1009
equalize_class,Astrocitoma,1472,15/Astrocitoma/111_big_gallery 2.jpeg,1012
equalize_class,Astrocitoma,1479,15/Astrocitoma/106_big_gallery.jpeg,1014
equalize_class,Astrocitoma,1474,15/Astrocitoma/110_big_gallery.jpeg,1014
equalize_class,Astrocitoma,1487,15/Astrocitoma/0fbad872fcf13ba3d334ac8578dd33_big_gallery.jpeg,1016
equalize_class,Astrocitoma,1488,15/Astrocitoma/0f98821a4fd146cc92d4b8ecf384a0_big_gallery.jpeg,1017
equalize_class,Astrocitoma,1490,15/Astrocitoma/0e84055a4dc0fc3b97d3e72eda7019_big_gallery.jpeg,1018
equalize_class,Astrocitoma,1491,15/Astrocitoma/0e321da19d0765f238bc1472bb589b_big_gallery.jpeg,1019
equalize_class,Astrocitoma,1492,15/Astrocitoma/0e115ebc68c8e29cb7c17c5e7a6694_big_gallery.jpeg,1020
equalize_class,Astrocitoma,1494,15/Astrocitoma/0a7e733123d397d830fe39f4c0fbd7_big_gallery.jpeg,1021
equalize_class,Astrocitoma,1495,15/Astrocitoma/090d30e2f05b708fd42fa8a62d3a41_big_gallery.jpeg,1022
equalize_class,Astrocitoma,1497,15/Astrocitoma/089f17dd5ba4e641f5b38afb8af918_big_gallery.jpeg,1024
equalize_class,Astrocitoma,1498,15/Astrocitoma/07c34681acdf740f472b5ef4c89405_big_gallery.jpeg,1025
equalize_class,Astrocitoma,1500,15/Astrocitoma/07946ee3257448bf0416be381853ae_big_gallery.jpeg,1026
equalize_class,Astrocitoma,1504,15/Astrocitoma/051c1b482faa0d17c60defa984c85ca1b434152acd06b4b53945fbcb9227de9f_big_gallery.jpeg,1029
equalize_class,Astrocitoma,1506,15/Astrocitoma/03869ea0fd4a9c173ac47c656900d6_big_gallery.jpeg,1030
equalize_class,Astrocitoma,1507,15/Astrocitoma/034d92cc03923b7882574873d628a7_big_gallery.jpeg,1031
equalize_class,Astrocitoma,1509,15/Astrocitoma/02877c70335bf04cf6a1844b8e8409_big_gallery.jpeg,1032
equalize_class,Astrocitoma,1510,15/Astrocitoma/0189d50c5e42637d3afe25a29fb785_big_gallery.jpg,1033
equalize_class,Astrocitoma,1514,15/Astrocitoma/009_big_gallery.jpeg,1036
equalize_class,Astrocitoma,1515,15/Astrocitoma/008_big_gallery.jpeg,1037
equalize_class,Astrocitoma,1516,15/Astrocitoma/007_big_gallery.jpeg,1038
equalize_class,Astrocitoma,1517,15/Astrocitoma/006be184fb63e8806d40bc970ff4d6_big_gallery.jpg,1039
equalize_class,Carcinoma,1521,15/Carcinoma/yw54y.jpeg,1041
equalize_class,Carcinoma,1523,15/Carcinoma/v.jpeg,1042
equalize_class,Carcinoma,1557,15/Carcinoma/b.jpeg,1042
equalize_class,Carcinoma,1530,15/Carcinoma/n.jpeg,1042
equalize_class,Carcinoma,1524,15/Carcinoma/u.jpeg,1043
equalize_class,Carcinoma,1525,15/Carcinoma/trdh6ye65yh.jpeg,1044
equalize_class,Carcinoma,1542,15/Carcinoma/ertyreyr5.jpeg,1046
equalize_class,Carcinoma,1527,15/Carcinoma/rt67ur76tu.jpeg,1046
equalize_class,Carcinoma,1531,15/Carcinoma/m.jpeg,1049
equalize_class,Carcinoma,1532,15/Carcinoma/l.jpeg,1050
equalize_class,Carcinoma,1535,15/Carcinoma/j.jpeg,1053
equalize_class,Carcinoma,1538,15/Carcinoma/g.jpeg,1055
equalize_class,Carcinoma,1540,15/Carcinoma/f.jpeg,1057
equalize_class,Carcinoma,1544,15/Carcinoma/ehy.jpeg,1060
equalize_class,Carcinoma,1545,15/Carcinoma/eherh.jpeg,1060
equalize_class,Carcinoma,1547,15/Carcinoma/dtrhntydj.jpeg,1062
equalize_class,Carcinoma,1549,15/Carcinoma/df.jpeg,1064
equalize_class,Carcinoma,1564,15/Carcinoma/Carcinoma (60).jpeg,1065
equalize_class,Carcinoma,1551,15/Carcinoma/dad48f65636382f44871a9027a54b43259f0df530c839a9af8f1f39ae8c4fd74_big_gallery.jpeg,1066
equalize_class,Carcinoma,1552,15/Carcinoma/d7e6c99ec048171f1f2b8c4a142c64_big_gallery.jpg,1067
